F2	FILES
"we will mark quads that we have already treated, so first
save and clear the user flags on quads and later restore
them"	repos/dealii/source/dofs/dof_handler_policy.cc
"An implementation of the algorithm described in the hp
paper, including the modification mentioned later in the
""complications in 3-d"" subsections

as explained there, we do something only if there are
exactly 2 finite elements associated with an object. if
there is only one, then there is nothing to do anyway,
and if there are 3 or more, then we can get into
trouble. note that this only happens for lines in 3d and
higher, and for quads only in 4d and higher, so this
isn't a particularly frequent case"	repos/dealii/source/dofs/dof_handler_policy.cc
"find out which is the most dominating finite
element of the ones that are used on this quad"	repos/dealii/source/dofs/dof_handler_policy.cc
codim=	repos/dealii/source/dofs/dof_handler_policy.cc
"if we found the most dominating element, then use
this to eliminate some of the degrees of freedom
by identification. otherwise, the code that
computes hanging node constraints will have to
deal with it by computing appropriate constraints
along this face/edge"	repos/dealii/source/dofs/dof_handler_policy.cc
"loop over the indices of all the finite
elements that are not dominating, and
identify their dofs to the most dominating
one"	repos/dealii/source/dofs/dof_handler_policy.cc
"we only store an identity if we are about to
overwrite a valid degree of freedom. we will
skip invalid degrees of freedom (that are
associated with ghost cells) for now, and
consider them later in phase 5."	repos/dealii/source/dofs/dof_handler_policy.cc
"if the DoF indices of both elements are
already distributed, i.e., both of these
'fe_indices' are associated with a
locally owned cell, then we should either
not have a dof_identity yet, or it must
come out here to be exactly as we had
computed before"	repos/dealii/source/dofs/dof_handler_policy.cc
finally restore the user flags	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * Compute the constraints that correspond to unifying DoF indices
         * on vertices, lines, and quads. Do so in parallel."	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * Once degrees of freedom have been distributed on all cells, we may
         * want to eliminate duplicates, and enumerate the remaining ones
         * consecutively. This particular function is responsible for the
         * latter part.
         *
         * This function stores the new indices of all DoFs in ascending order
         * in @p new_dof_indices, which can be used to renumber all DoFs with
         * the renumber_dofs() function later.
         *
         * This vector will contain enumerated indices, skipping invalid indices
         * previously stored in it. Additionally, if a
         * @p all_constrained_indices parameter is provided, DoF identity
         * relations  will be considered as well during the enumeration process
         * by identifying similar DoFs on vertices, lines and quads.
         *
         * Returns the final number of degrees of freedom, which is the number
         * of all valid DoF indices in @p new_dof_indices."	repos/dealii/source/dofs/dof_handler_policy.cc
first preset the new DoF indices that are identities	repos/dealii/source/dofs/dof_handler_policy.cc
then enumerate the rest	repos/dealii/source/dofs/dof_handler_policy.cc
"then loop over all those that are constrained and record the
new dof number for those"	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * Once degrees of freedom have been distributed on all cells, see if
         * we can identify DoFs on neighboring cells. This function does nothing
         * on regular DoFHandlers, but goes through vertices, lines, and quads
         * for hp::DoFHandler objects.
         *
         * Return the final number of degrees of freedom, which is the old one
         * minus however many were identified."	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * Merge invalid DoF indices on vertices located on ghost interfaces
         * by a dominating valid one."	repos/dealii/source/dofs/dof_handler_policy.cc
"Note: we may wish to have something here similar to what
we do for lines and quads, namely that we only identify
dofs for any fe towards the most dominating one. however,
it is not clear whether this is actually necessary for
vertices at all, I can't think of a finite element that
would make that necessary..."	repos/dealii/source/dofs/dof_handler_policy.cc
mark all vertices on ghost cells	repos/dealii/source/dofs/dof_handler_policy.cc
loop over all vertices and see which one we need to work on	repos/dealii/source/dofs/dof_handler_policy.cc
"find out which is the most dominating finite
element of the ones that are used on this vertex"	repos/dealii/source/dofs/dof_handler_policy.cc
codim=	repos/dealii/source/dofs/dof_handler_policy.cc
"if we found the most dominating element, then use
this to eliminate some of the degrees of freedom
by identification. otherwise, the code that
computes hanging node constraints will have to
deal with it by computing appropriate constraints
along this face/edge"	repos/dealii/source/dofs/dof_handler_policy.cc
"loop over the indices of all the finite
elements that are not dominating, and
identify their dofs to the most dominating
one"	repos/dealii/source/dofs/dof_handler_policy.cc
"make sure the entry in the equivalence
table exists"	repos/dealii/source/dofs/dof_handler_policy.cc
"then loop through the identities we
have. first get the global numbers of the
dofs we want to identify and make sure they
are not yet constrained to anything else,
except for to each other. use the rule that
we will always constrain the dof with the
higher fe index to the one with the lower,
to avoid circular reasoning."	repos/dealii/source/dofs/dof_handler_policy.cc
"check if we are on an interface between
a locally owned and a ghost cell on which
we need to work on.

all degrees of freedom belonging to
dominating fe indices or to a processor
with a higher rank have been set at this
point (either in Phase 2, or after the
first ghost exchange in Phase 5). thus,
we only have to set the indices of
degrees of freedom that have been
previously flagged invalid."	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * Merge invalid DoF indices on lines located on ghost interfaces
         * by a dominating valid one."	repos/dealii/source/dofs/dof_handler_policy.cc
"we will mark lines that we have already treated, so first save and
clear the user flags on lines and later restore them"	repos/dealii/source/dofs/dof_handler_policy.cc
mark all lines on ghost cells	repos/dealii/source/dofs/dof_handler_policy.cc
"An implementation of the algorithm described in the hp paper,
including the modification mentioned later in the ""complications in
3-d"" subsections

as explained there, we do something only if there are exactly 2
finite elements associated with an object. if there is only one,
then there is nothing to do anyway, and if there are 3 or more,
then we can get into trouble. note that this only happens for lines
in 3d and higher, and for quads only in 4d and higher, so this
isn't a particularly frequent case

there is one case, however, that we would like to handle (see, for
example, the hp/crash_15 testcase): if we have
FESystem(FE_Q(2),FE_DGQ(i)) elements for a bunch of values 'i',
then we should be able to handle this because we can simply unify
*all* dofs, not only a some. so what we do is to first treat all
pairs of finite elements that have *identical* dofs, and then only
deal with those that are not identical of which we can handle at
most 2"	repos/dealii/source/dofs/dof_handler_policy.cc
"do a first loop over all sets of dofs and do identity
uniquification"	repos/dealii/source/dofs/dof_handler_policy.cc
the number of dofs per line is identical	repos/dealii/source/dofs/dof_handler_policy.cc
"see if these sets of dofs are identical. the
first condition for this is that indeed there are
n identities"	repos/dealii/source/dofs/dof_handler_policy.cc
not an identity	repos/dealii/source/dofs/dof_handler_policy.cc
"The line dofs (i.e., the ones interior to
a line) of these two finite elements are
identical. Note that there could be
situations when one element still
dominates another, e.g.: FE_Q(2) x
FE_Nothing(dominate) vs FE_Q(2) x FE_Q(1)"	repos/dealii/source/dofs/dof_handler_policy.cc
"determine which one of both finite
elements is the dominating one."	repos/dealii/source/dofs/dof_handler_policy.cc
codim	repos/dealii/source/dofs/dof_handler_policy.cc
"if we haven't found a dominating
finite element, choose the one with
the lower index to be dominating"	repos/dealii/source/dofs/dof_handler_policy.cc
"check if we are on an interface
between a locally owned and a ghost
cell on which we need to work on.

all degrees of freedom belonging to
dominating fe_indices or to a
processor with a higher rank have
been set at this point (either in
Phase 2, or after the first ghost
exchange in Phase 5). thus, we only
have to set the indices of degrees
of freedom that have been previously
flagged invalid."	repos/dealii/source/dofs/dof_handler_policy.cc
